codigoVuelo,asiento,clase,estado,cedula,precio
VF101,27E,TURISTA,LIBRE,,89.99
VF101,27F,TURISTA,LIBRE,,89.99
VF101,28A,TURISTA,LIBRE,,89.99
VF101,28B,TURISTA,LIBRE,,89.99
VF101,28C,TURISTA,LIBRE,,89.99
VF101,28D,TURISTA,LIBRE,,89.99
VF101,28E,TURISTA,LIBRE,,89.99
VF101,28F,TURISTA,LIBRE,,89.99
VF101,29A,TURISTA,LIBRE,,89.99
VF101,29B,TURISTA,LIBRE,,89.99
VF101,29C,TURISTA,LIBRE,,89.99
VF101,29D,TURISTA,LIBRE,,89.99
VF101,29E,TURISTA,LIBRE,,89.99
VF101,29F,TURISTA,LIBRE,,89.99
VF101,30A,TURISTA,LIBRE,,89.99
VF101,30B,TURISTA,LIBRE,,89.99
VF101,30C,TURISTA,LIBRE,,89.99
VF101,30D,TURISTA,LIBRE,,89.99
VF101,30E,TURISTA,LIBRE,,89.99
VF101,30F,TURISTA,LIBRE,,89.99
VF102,1A,PRIMERA,LIBRE,,95.2
VF102,1B,PRIMERA,LIBRE,,95.2
VF102,1C,PRIMERA,LIBRE,,95.2
VF102,1D,PRIMERA,LIBRE,,95.2
VF102,1E,PRIMERA,LIBRE,,95.2
VF102,1F,PRIMERA,LIBRE,,95.2
VF102,2A,PRIMERA,LIBRE,,95.2
VF102,2B,PRIMERA,LIBRE,,95.2
VF102,2C,PRIMERA,LIBRE,,95.2
VF102,2D,PRIMERA,LIBRE,,95.2
VF102,2E,PRIMERA,LIBRE,,95.2
VF102,2F,PRIMERA,LIBRE,,95.2
VF102,3A,TURISTA,LIBRE,,59.5
VF102,3B,TURISTA,LIBRE,,59.5
VF102,3C,TURISTA,LIBRE,,59.5
VF102,3D,TURISTA,LIBRE,,59.5
VF102,3E,TURISTA,LIBRE,,59.5
VF102,3F,TURISTA,LIBRE,,59.5
VF102,4A,TURISTA,LIBRE,,59.5
VF102,4B,TURISTA,LIBRE,,59.5
VF102,4C,TURISTA,LIBRE,,59.5
VF102,4D,TURISTA,LIBRE,,59.5
VF102,4E,TURISTA,LIBRE,,59.5
VF102,4F,TURISTA,LIBRE,,59.5
VF102,5A,TURISTA,LIBRE,,59.5
VF102,5B,TURISTA,LIBRE,,59.5
VF102,5C,TURISTA,LIBRE,,59.5
VF102,5D,TURISTA,LIBRE,,59.5
VF102,5E,TURISTA,LIBRE,,59.5
VF102,5F,TURISTA,LIBRE,,59.5
VF102,6A,TURISTA,LIBRE,,59.5
VF102,6B,TURISTA,LIBRE,,59.5
VF102,6C,TURISTA,LIBRE,,59.5
VF102,6D,TURISTA,LIBRE,,59.5
VF102,6E,TURISTA,LIBRE,,59.5
VF102,6F,TURISTA,LIBRE,,59.5
VF102,7A,TURISTA,LIBRE,,59.5
VF102,7B,TURISTA,LIBRE,,59.5
VF102,7C,TURISTA,LIBRE,,59.5
VF102,7D,TURISTA,LIBRE,,59.5
VF102,7E,TURISTA,LIBRE,,59.5
VF102,7F,TURISTA,LIBRE,,59.5
VF102,8A,TURISTA,LIBRE,,59.5
VF102,8B,TURISTA,LIBRE,,59.5
VF102,8C,TURISTA,LIBRE,,59.5
VF102,8D,TURISTA,LIBRE,,59.5
VF102,8E,TURISTA,LIBRE,,59.5
VF102,8F,TURISTA,LIBRE,,59.5
VF102,9A,TURISTA,LIBRE,,59.5
VF102,9B,TURISTA,LIBRE,,59.5
VF102,9C,TURISTA,LIBRE,,59.5
VF102,9D,TURISTA,LIBRE,,59.5
VF102,9E,TURISTA,LIBRE,,59.5
VF102,9F,TURISTA,LIBRE,,59.5
VF102,10A,TURISTA,LIBRE,,59.5
VF102,10B,TURISTA,LIBRE,,59.5
VF102,10C,TURISTA,LIBRE,,59.5
VF102,10D,TURISTA,LIBRE,,59.5
VF102,10E,TURISTA,LIBRE,,59.5
VF102,10F,TURISTA,LIBRE,,59.5
VF102,11A,TURISTA,LIBRE,,59.5
VF102,11B,TURISTA,LIBRE,,59.5
VF102,11C,TURISTA,LIBRE,,59.5
VF102,11D,TURISTA,LIBRE,,59.5
VF102,11E,TURISTA,LIBRE,,59.5
VF102,11F,TURISTA,LIBRE,,59.5
VF102,12A,TURISTA,LIBRE,,59.5
VF102,12B,TURISTA,LIBRE,,59.5
VF102,12C,TURISTA,LIBRE,,59.5
VF102,12D,TURISTA,LIBRE,,59.5
VF103,1A,PRIMERA,LIBRE,,148.0
VF103,1B,PRIMERA,LIBRE,,148.0
VF103,1C,PRIMERA,LIBRE,,148.0
VF103,1D,PRIMERA,LIBRE,,148.0
VF103,1E,PRIMERA,LIBRE,,148.0
VF103,1F,PRIMERA,LIBRE,,148.0
VF103,2A,PRIMERA,LIBRE,,148.0
VF103,2B,PRIMERA,LIBRE,,148.0
VF103,2C,PRIMERA,LIBRE,,148.0
VF103,2D,PRIMERA,LIBRE,,148.0
VF103,2E,PRIMERA,LIBRE,,148.0
VF103,2F,PRIMERA,LIBRE,,148.0
VF103,3A,PRIMERA,LIBRE,,148.0
VF103,3B,PRIMERA,LIBRE,,148.0
VF103,3C,PRIMERA,LIBRE,,148.0
VF103,3D,PRIMERA,LIBRE,,148.0
VF103,3E,PRIMERA,LIBRE,,148.0
VF103,3F,PRIMERA,LIBRE,,148.0
VF103,4A,TURISTA,LIBRE,,92.5
VF103,4B,TURISTA,LIBRE,,92.5
VF103,4C,TURISTA,LIBRE,,92.5
VF103,4D,TURISTA,LIBRE,,92.5
VF103,4E,TURISTA,LIBRE,,92.5
VF103,4F,TURISTA,LIBRE,,92.5
VF103,5A,TURISTA,LIBRE,,92.5
VF103,5B,TURISTA,LIBRE,,92.5
VF103,5C,TURISTA,LIBRE,,92.5
VF103,5D,TURISTA,LIBRE,,92.5
VF103,5E,TURISTA,LIBRE,,92.5
VF103,5F,TURISTA,LIBRE,,92.5
VF103,6A,TURISTA,LIBRE,,92.5
VF103,6B,TURISTA,LIBRE,,92.5
VF103,6C,TURISTA,LIBRE,,92.5
VF103,6D,TURISTA,LIBRE,,92.5
VF103,6E,TURISTA,LIBRE,,92.5
VF103,6F,TURISTA,LIBRE,,92.5
VF103,7A,TURISTA,LIBRE,,92.5
VF103,7B,TURISTA,LIBRE,,92.5
VF103,7C,TURISTA,LIBRE,,92.5
VF103,7D,TURISTA,LIBRE,,92.5
VF103,7E,TURISTA,LIBRE,,92.5
VF103,7F,TURISTA,LIBRE,,92.5
VF103,8A,TURISTA,LIBRE,,92.5
VF103,8B,TURISTA,LIBRE,,92.5
VF103,8C,TURISTA,LIBRE,,92.5
VF103,8D,TURISTA,LIBRE,,92.5
VF103,8E,TURISTA,LIBRE,,92.5
VF103,8F,TURISTA,LIBRE,,92.5
VF103,9A,TURISTA,LIBRE,,92.5
VF103,9B,TURISTA,LIBRE,,92.5
VF103,9C,TURISTA,LIBRE,,92.5
VF103,9D,TURISTA,LIBRE,,92.5
VF103,9E,TURISTA,LIBRE,,92.5
VF103,9F,TURISTA,LIBRE,,92.5
VF103,10A,TURISTA,LIBRE,,92.5
VF103,10B,TURISTA,LIBRE,,92.5
VF103,10C,TURISTA,LIBRE,,92.5
VF103,10D,TURISTA,LIBRE,,92.5
VF103,10E,TURISTA,LIBRE,,92.5
VF103,10F,TURISTA,LIBRE,,92.5
VF103,11A,TURISTA,LIBRE,,92.5
VF103,11B,TURISTA,LIBRE,,92.5
VF103,11C,TURISTA,LIBRE,,92.5
VF103,11D,TURISTA,LIBRE,,92.5
VF103,11E,TURISTA,LIBRE,,92.5
VF103,11F,TURISTA,LIBRE,,92.5
VF103,12A,TURISTA,LIBRE,,92.5
VF103,12B,TURISTA,LIBRE,,92.5
VF103,12C,TURISTA,LIBRE,,92.5
VF103,12D,TURISTA,LIBRE,,92.5
VF103,12E,TURISTA,LIBRE,,92.5
VF103,12F,TURISTA,LIBRE,,92.5
VF103,13A,TURISTA,LIBRE,,92.5
VF103,13B,TURISTA,LIBRE,,92.5
VF103,13C,TURISTA,LIBRE,,92.5
VF103,13D,TURISTA,LIBRE,,92.5
VF103,13E,TURISTA,LIBRE,,92.5
VF103,13F,TURISTA,LIBRE,,92.5
VF103,14A,TURISTA,LIBRE,,92.5
VF103,14B,TURISTA,LIBRE,,92.5
VF103,14C,TURISTA,LIBRE,,92.5
VF103,14D,TURISTA,LIBRE,,92.5
VF103,14E,TURISTA,LIBRE,,92.5
VF103,14F,TURISTA,LIBRE,,92.5
VF103,15A,TURISTA,LIBRE,,92.5
VF103,15B,TURISTA,LIBRE,,92.5
VF103,15C,TURISTA,LIBRE,,92.5
VF103,15D,TURISTA,LIBRE,,92.5
VF103,15E,TURISTA,LIBRE,,92.5
VF103,15F,TURISTA,LIBRE,,92.5
VF103,16A,TURISTA,LIBRE,,92.5
VF103,16B,TURISTA,LIBRE,,92.5
VF103,16C,TURISTA,LIBRE,,92.5
VF103,16D,TURISTA,LIBRE,,92.5
VF103,16E,TURISTA,LIBRE,,92.5
VF103,16F,TURISTA,LIBRE,,92.5
VF103,17A,TURISTA,LIBRE,,92.5
VF103,17B,TURISTA,LIBRE,,92.5
VF103,17C,TURISTA,LIBRE,,92.5
VF103,17D,TURISTA,LIBRE,,92.5
VF103,17E,TURISTA,LIBRE,,92.5
VF103,17F,TURISTA,LIBRE,,92.5
VF103,18A,TURISTA,LIBRE,,92.5
VF103,18B,TURISTA,LIBRE,,92.5
VF103,18C,TURISTA,LIBRE,,92.5
VF103,18D,TURISTA,LIBRE,,92.5
VF103,18E,TURISTA,LIBRE,,92.5
VF103,18F,TURISTA,LIBRE,,92.5
VF103,19A,TURISTA,LIBRE,,92.5
VF103,19B,TURISTA,LIBRE,,92.5
VF103,19C,TURISTA,LIBRE,,92.5
VF103,19D,TURISTA,LIBRE,,92.5
VF103,19E,TURISTA,LIBRE,,92.5
VF103,19F,TURISTA,LIBRE,,92.5
VF103,20A,TURISTA,LIBRE,,92.5
VF103,20B,TURISTA,LIBRE,,92.5
VF103,20C,TURISTA,LIBRE,,92.5
VF103,20D,TURISTA,LIBRE,,92.5
VF103,20E,TURISTA,LIBRE,,92.5
VF103,20F,TURISTA,LIBRE,,92.5
VF103,21A,TURISTA,LIBRE,,92.5
VF103,21B,TURISTA,LIBRE,,92.5
VF103,21C,TURISTA,LIBRE,,92.5
VF103,21D,TURISTA,LIBRE,,92.5
VF103,21E,TURISTA,LIBRE,,92.5
VF103,21F,TURISTA,LIBRE,,92.5
VF103,22A,TURISTA,LIBRE,,92.5
VF103,22B,TURISTA,LIBRE,,92.5
VF103,22C,TURISTA,LIBRE,,92.5
VF103,22D,TURISTA,LIBRE,,92.5
VF103,22E,TURISTA,LIBRE,,92.5
VF103,22F,TURISTA,LIBRE,,92.5
VF103,23A,TURISTA,LIBRE,,92.5
VF103,23B,TURISTA,LIBRE,,92.5
VF103,23C,TURISTA,LIBRE,,92.5
VF103,23D,TURISTA,LIBRE,,92.5
VF103,23E,TURISTA,LIBRE,,92.5
VF103,23F,TURISTA,LIBRE,,92.5
VF103,24A,TURISTA,LIBRE,,92.5
VF103,24B,TURISTA,LIBRE,,92.5
VF103,24C,TURISTA,LIBRE,,92.5
VF103,24D,TURISTA,LIBRE,,92.5
VF103,24E,TURISTA,LIBRE,,92.5
VF103,24F,TURISTA,LIBRE,,92.5
VF103,25A,TURISTA,LIBRE,,92.5
VF103,25B,TURISTA,LIBRE,,92.5
VF103,25C,TURISTA,LIBRE,,92.5
VF103,25D,TURISTA,LIBRE,,92.5
VF103,25E,TURISTA,LIBRE,,92.5
VF103,25F,TURISTA,LIBRE,,92.5
VF103,26A,TURISTA,LIBRE,,92.5
VF103,26B,TURISTA,LIBRE,,92.5
VF103,26C,TURISTA,LIBRE,,92.5
VF103,26D,TURISTA,LIBRE,,92.5
VF103,26E,TURISTA,LIBRE,,92.5
VF103,26F,TURISTA,LIBRE,,92.5
VF103,27A,TURISTA,LIBRE,,92.5
VF103,27B,TURISTA,LIBRE,,92.5
VF103,27C,TURISTA,LIBRE,,92.5
VF103,27D,TURISTA,LIBRE,,92.5
VF103,27E,TURISTA,LIBRE,,92.5
VF103,27F,TURISTA,LIBRE,,92.5
VF103,28A,TURISTA,LIBRE,,92.5
VF103,28B,TURISTA,LIBRE,,92.5
VF103,28C,TURISTA,LIBRE,,92.5
VF103,28D,TURISTA,LIBRE,,92.5
VF103,28E,TURISTA,LIBRE,,92.5
VF103,28F,TURISTA,LIBRE,,92.5
VF103,29A,TURISTA,LIBRE,,92.5
VF103,29B,TURISTA,LIBRE,,92.5
VF103,29C,TURISTA,LIBRE,,92.5
VF103,29D,TURISTA,LIBRE,,92.5
VF103,29E,TURISTA,LIBRE,,92.5
VF103,29F,TURISTA,LIBRE,,92.5
VF103,30A,TURISTA,LIBRE,,92.5
VF103,30B,TURISTA,LIBRE,,92.5
VF103,30C,TURISTA,LIBRE,,92.5
VF103,30D,TURISTA,LIBRE,,92.5
VF103,30E,TURISTA,LIBRE,,92.5
VF103,30F,TURISTA,LIBRE,,92.5
VF104,1A,PRIMERA,LIBRE,,152.0
VF104,1B,PRIMERA,LIBRE,,152.0
VF104,1C,PRIMERA,LIBRE,,152.0
VF104,1D,PRIMERA,LIBRE,,152.0
VF104,1E,PRIMERA,LIBRE,,152.0
VF104,1F,PRIMERA,LIBRE,,152.0
VF104,2A,PRIMERA,LIBRE,,152.0
VF104,2B,PRIMERA,LIBRE,,152.0
VF104,2C,PRIMERA,LIBRE,,152.0
VF104,2D,PRIMERA,LIBRE,,152.0
VF104,2E,PRIMERA,LIBRE,,152.0
VF104,2F,PRIMERA,LIBRE,,152.0
VF104,3A,PRIMERA,LIBRE,,152.0
VF104,3B,PRIMERA,LIBRE,,152.0
VF104,3C,PRIMERA,LIBRE,,152.0
VF104,3D,PRIMERA,LIBRE,,152.0
VF104,3E,PRIMERA,LIBRE,,152.0
VF104,3F,PRIMERA,LIBRE,,152.0
VF104,4A,TURISTA,LIBRE,,95.0
VF104,4B,TURISTA,LIBRE,,95.0
VF104,4C,TURISTA,LIBRE,,95.0
VF104,4D,TURISTA,LIBRE,,95.0
VF104,4E,TURISTA,LIBRE,,95.0
VF104,4F,TURISTA,LIBRE,,95.0
VF104,5A,TURISTA,LIBRE,,95.0
VF104,5B,TURISTA,LIBRE,,95.0
VF104,5C,TURISTA,LIBRE,,95.0
VF104,5D,TURISTA,LIBRE,,95.0
VF104,5E,TURISTA,LIBRE,,95.0
VF104,5F,TURISTA,LIBRE,,95.0
VF104,6A,TURISTA,LIBRE,,95.0
VF104,6B,TURISTA,LIBRE,,95.0
VF104,6C,TURISTA,LIBRE,,95.0
VF104,6D,TURISTA,LIBRE,,95.0
VF104,6E,TURISTA,LIBRE,,95.0
VF104,6F,TURISTA,LIBRE,,95.0
VF104,7A,TURISTA,LIBRE,,95.0
VF104,7B,TURISTA,LIBRE,,95.0
VF104,7C,TURISTA,LIBRE,,95.0
VF104,7D,TURISTA,LIBRE,,95.0
VF104,7E,TURISTA,LIBRE,,95.0
VF104,7F,TURISTA,LIBRE,,95.0
VF104,8A,TURISTA,LIBRE,,95.0
VF104,8B,TURISTA,LIBRE,,95.0
VF104,8C,TURISTA,LIBRE,,95.0
VF104,8D,TURISTA,LIBRE,,95.0
VF104,8E,TURISTA,LIBRE,,95.0
VF104,8F,TURISTA,LIBRE,,95.0
VF104,9A,TURISTA,LIBRE,,95.0
VF104,9B,TURISTA,LIBRE,,95.0
VF104,9C,TURISTA,LIBRE,,95.0
VF104,9D,TURISTA,LIBRE,,95.0
VF104,9E,TURISTA,LIBRE,,95.0
VF104,9F,TURISTA,LIBRE,,95.0
VF104,10A,TURISTA,LIBRE,,95.0
VF104,10B,TURISTA,LIBRE,,95.0
VF104,10C,TURISTA,LIBRE,,95.0
VF104,10D,TURISTA,LIBRE,,95.0
VF104,10E,TURISTA,LIBRE,,95.0
VF104,10F,TURISTA,LIBRE,,95.0
VF104,11A,TURISTA,LIBRE,,95.0
VF104,11B,TURISTA,LIBRE,,95.0
VF104,11C,TURISTA,LIBRE,,95.0
VF104,11D,TURISTA,LIBRE,,95.0
VF104,11E,TURISTA,LIBRE,,95.0
VF104,11F,TURISTA,LIBRE,,95.0
VF104,12A,TURISTA,LIBRE,,95.0
VF104,12B,TURISTA,LIBRE,,95.0
VF104,12C,TURISTA,LIBRE,,95.0
VF104,12D,TURISTA,LIBRE,,95.0
VF104,12E,TURISTA,LIBRE,,95.0
VF104,12F,TURISTA,LIBRE,,95.0
VF104,13A,TURISTA,LIBRE,,95.0
VF104,13B,TURISTA,LIBRE,,95.0
VF104,13C,TURISTA,LIBRE,,95.0
VF104,13D,TURISTA,LIBRE,,95.0
VF104,13E,TURISTA,LIBRE,,95.0
VF104,13F,TURISTA,LIBRE,,95.0
VF104,14A,TURISTA,LIBRE,,95.0
VF104,14B,TURISTA,LIBRE,,95.0
VF104,14C,TURISTA,LIBRE,,95.0
VF104,14D,TURISTA,LIBRE,,95.0
VF104,14E,TURISTA,LIBRE,,95.0
VF104,14F,TURISTA,LIBRE,,95.0
VF104,15A,TURISTA,LIBRE,,95.0
VF104,15B,TURISTA,LIBRE,,95.0
VF104,15C,TURISTA,LIBRE,,95.0
VF104,15D,TURISTA,LIBRE,,95.0
VF104,15E,TURISTA,LIBRE,,95.0
VF104,15F,TURISTA,LIBRE,,95.0
VF104,16A,TURISTA,LIBRE,,95.0
VF104,16B,TURISTA,LIBRE,,95.0
VF104,16C,TURISTA,LIBRE,,95.0
VF104,16D,TURISTA,LIBRE,,95.0
VF104,16E,TURISTA,LIBRE,,95.0
VF104,16F,TURISTA,LIBRE,,95.0
VF104,17A,TURISTA,LIBRE,,95.0
VF104,17B,TURISTA,LIBRE,,95.0
VF104,17C,TURISTA,LIBRE,,95.0
VF104,17D,TURISTA,LIBRE,,95.0
VF104,17E,TURISTA,LIBRE,,95.0
VF104,17F,TURISTA,LIBRE,,95.0
VF104,18A,TURISTA,LIBRE,,95.0
VF104,18B,TURISTA,LIBRE,,95.0
VF104,18C,TURISTA,LIBRE,,95.0
VF104,18D,TURISTA,LIBRE,,95.0
VF104,18E,TURISTA,LIBRE,,95.0
VF104,18F,TURISTA,LIBRE,,95.0
VF104,19A,TURISTA,LIBRE,,95.0
VF104,19B,TURISTA,LIBRE,,95.0
VF104,19C,TURISTA,LIBRE,,95.0
VF104,19D,TURISTA,LIBRE,,95.0
VF104,19E,TURISTA,LIBRE,,95.0
VF104,19F,TURISTA,LIBRE,,95.0
VF104,20A,TURISTA,LIBRE,,95.0
VF104,20B,TURISTA,LIBRE,,95.0
VF104,20C,TURISTA,LIBRE,,95.0
VF104,20D,TURISTA,LIBRE,,95.0
VF104,20E,TURISTA,LIBRE,,95.0
VF104,20F,TURISTA,LIBRE,,95.0
VF104,21A,TURISTA,LIBRE,,95.0
VF104,21B,TURISTA,LIBRE,,95.0
VF104,21C,TURISTA,LIBRE,,95.0
VF104,21D,TURISTA,LIBRE,,95.0
VF104,21E,TURISTA,LIBRE,,95.0
VF104,21F,TURISTA,LIBRE,,95.0
VF104,22A,TURISTA,LIBRE,,95.0
VF104,22B,TURISTA,LIBRE,,95.0
VF104,22C,TURISTA,LIBRE,,95.0
VF104,22D,TURISTA,LIBRE,,95.0
VF104,22E,TURISTA,LIBRE,,95.0
VF104,22F,TURISTA,LIBRE,,95.0
VF104,23A,TURISTA,LIBRE,,95.0
VF104,23B,TURISTA,LIBRE,,95.0
VF104,23C,TURISTA,LIBRE,,95.0
VF104,23D,TURISTA,LIBRE,,95.0
VF104,23E,TURISTA,LIBRE,,95.0
VF104,23F,TURISTA,LIBRE,,95.0
VF104,24A,TURISTA,LIBRE,,95.0
VF104,24B,TURISTA,LIBRE,,95.0
VF104,24C,TURISTA,LIBRE,,95.0
VF104,24D,TURISTA,LIBRE,,95.0
VF104,24E,TURISTA,LIBRE,,95.0
VF104,24F,TURISTA,LIBRE,,95.0
VF104,25A,TURISTA,LIBRE,,95.0
VF104,25B,TURISTA,LIBRE,,95.0
VF104,25C,TURISTA,LIBRE,,95.0
VF104,25D,TURISTA,LIBRE,,95.0
